name,trainer,Analytic,Independent,Determined,Professional,Studious,Imaginative,week,cohort,date
Sharron Starling,John Sandbox,1.0,3.0,1.0,6.0,1.0,4.0,2,Data_38,2019-12-16
Amalea Harrell,John Sandbox,3.0,2.0,2.0,2.0,1.0,1.0,2,Data_38,2019-12-16
Finn Maasze,John Sandbox,1.0,1.0,3.0,1.0,1.0,5.0,2,Data_38,2019-12-16
Susannah Bengough,John Sandbox,2.0,2.0,4.0,3.0,6.0,8.0,3,Data_38,2019-12-16
Madison Getch,John Sandbox,1.0,2.0,6.0,2.0,6.0,4.0,3,Data_38,2019-12-16
Leicester Banker,John Sandbox,5.0,3.0,5.0,1.0,7.0,3.0,3,Data_38,2019-12-16
Murvyn Aers,John Sandbox,5.0,4.0,3.0,3.0,3.0,2.0,3,Data_38,2019-12-16
Morley Battell,John Sandbox,1.0,6.0,2.0,3.0,2.0,1.0,3,Data_38,2019-12-16
Juliane Jacobssen,John Sandbox,4.0,1.0,1.0,1.0,2.0,4.0,3,Data_38,2019-12-16
Arny Dobrowolny,John Sandbox,8.0,4.0,4.0,3.0,4.0,2.0,3,Data_38,2019-12-16
Derby Mcglashan,John Sandbox,2.0,6.0,4.0,1.0,4.0,5.0,3,Data_38,2019-12-16
Sharron Starling,John Sandbox,1.0,1.0,2.0,2.0,3.0,1.0,3,Data_38,2019-12-16
Finn Maasze,John Sandbox,7.0,3.0,3.0,1.0,2.0,2.0,3,Data_38,2019-12-16
Susannah Bengough,John Sandbox,5.0,2.0,3.0,5.0,5.0,8.0,4,Data_38,2019-12-16
Madison Getch,John Sandbox,7.0,6.0,5.0,6.0,6.0,5.0,4,Data_38,2019-12-16
Leicester Banker,John Sandbox,1.0,4.0,7.0,4.0,6.0,8.0,4,Data_38,2019-12-16
Murvyn Aers,John Sandbox,6.0,7.0,4.0,7.0,8.0,4.0,4,Data_38,2019-12-16
Morley Battell,John Sandbox,8.0,8.0,6.0,4.0,4.0,7.0,4,Data_38,2019-12-16
Juliane Jacobssen,John Sandbox,3.0,7.0,6.0,6.0,8.0,2.0,4,Data_38,2019-12-16
Arny Dobrowolny,John Sandbox,7.0,4.0,6.0,8.0,7.0,4.0,4,Data_38,2019-12-16
Derby Mcglashan,John Sandbox,5.0,6.0,8.0,4.0,7.0,4.0,4,Data_38,2019-12-16
Finn Maasze,John Sandbox,8.0,7.0,5.0,6.0,4.0,7.0,4,Data_38,2019-12-16
Susannah Bengough,John Sandbox,5.0,3.0,1.0,6.0,6.0,3.0,5,Data_38,2019-12-16
Madison Getch,John Sandbox,5.0,8.0,6.0,7.0,7.0,4.0,5,Data_38,2019-12-16
Leicester Banker,John Sandbox,8.0,3.0,4.0,8.0,8.0,5.0,5,Data_38,2019-12-16
Murvyn Aers,John Sandbox,6.0,5.0,6.0,8.0,6.0,8.0,5,Data_38,2019-12-16
Morley Battell,John Sandbox,8.0,5.0,6.0,7.0,1.0,7.0,5,Data_38,2019-12-16
Juliane Jacobssen,John Sandbox,3.0,4.0,1.0,3.0,6.0,5.0,5,Data_38,2019-12-16
Arny Dobrowolny,John Sandbox,4.0,5.0,8.0,8.0,4.0,6.0,5,Data_38,2019-12-16
Derby Mcglashan,John Sandbox,8.0,8.0,8.0,3.0,3.0,6.0,5,Data_38,2019-12-16
Finn Maasze,John Sandbox,4.0,6.0,6.0,5.0,6.0,7.0,5,Data_38,2019-12-16
Susannah Bengough,John Sandbox,7.0,8.0,4.0,7.0,8.0,8.0,6,Data_38,2019-12-16
Madison Getch,John Sandbox,7.0,2.0,6.0,7.0,5.0,8.0,6,Data_38,2019-12-16
Leicester Banker,John Sandbox,7.0,7.0,2.0,6.0,6.0,8.0,6,Data_38,2019-12-16
Murvyn Aers,John Sandbox,5.0,4.0,6.0,6.0,6.0,8.0,6,Data_38,2019-12-16
Morley Battell,John Sandbox,8.0,5.0,8.0,5.0,5.0,4.0,6,Data_38,2019-12-16
Juliane Jacobssen,John Sandbox,6.0,6.0,6.0,6.0,6.0,5.0,6,Data_38,2019-12-16
Arny Dobrowolny,John Sandbox,6.0,5.0,4.0,6.0,6.0,6.0,6,Data_38,2019-12-16
Derby Mcglashan,John Sandbox,2.0,5.0,8.0,6.0,8.0,8.0,6,Data_38,2019-12-16
Finn Maasze,John Sandbox,3.0,3.0,7.0,4.0,3.0,8.0,6,Data_38,2019-12-16
Susannah Bengough,John Sandbox,8.0,6.0,8.0,8.0,8.0,5.0,7,Data_38,2019-12-16
Madison Getch,John Sandbox,8.0,8.0,8.0,8.0,8.0,8.0,7,Data_38,2019-12-16
Leicester Banker,John Sandbox,6.0,8.0,4.0,8.0,6.0,8.0,7,Data_38,2019-12-16
Murvyn Aers,John Sandbox,7.0,7.0,8.0,6.0,7.0,8.0,7,Data_38,2019-12-16
Morley Battell,John Sandbox,8.0,5.0,8.0,8.0,8.0,8.0,7,Data_38,2019-12-16
Juliane Jacobssen,John Sandbox,6.0,8.0,4.0,4.0,8.0,8.0,7,Data_38,2019-12-16
Arny Dobrowolny,John Sandbox,4.0,8.0,8.0,8.0,8.0,8.0,7,Data_38,2019-12-16
Derby Mcglashan,John Sandbox,8.0,8.0,6.0,8.0,8.0,8.0,7,Data_38,2019-12-16
Finn Maasze,John Sandbox,8.0,8.0,7.0,8.0,4.0,8.0,7,Data_38,2019-12-16
Susannah Bengough,John Sandbox,6.0,8.0,8.0,8.0,8.0,8.0,8,Data_38,2019-12-16
Madison Getch,John Sandbox,7.0,8.0,7.0,8.0,5.0,8.0,8,Data_38,2019-12-16
Leicester Banker,John Sandbox,8.0,8.0,8.0,8.0,7.0,3.0,8,Data_38,2019-12-16
Murvyn Aers,John Sandbox,8.0,6.0,6.0,5.0,8.0,8.0,8,Data_38,2019-12-16
Morley Battell,John Sandbox,7.0,8.0,6.0,3.0,8.0,6.0,8,Data_38,2019-12-16
Juliane Jacobssen,John Sandbox,6.0,8.0,8.0,6.0,8.0,2.0,8,Data_38,2019-12-16
Arny Dobrowolny,John Sandbox,8.0,8.0,8.0,8.0,8.0,8.0,8,Data_38,2019-12-16
Derby Mcglashan,John Sandbox,8.0,4.0,8.0,8.0,8.0,8.0,8,Data_38,2019-12-16
Finn Maasze,John Sandbox,8.0,7.0,3.0,8.0,8.0,7.0,8,Data_38,2019-12-16
Gianina Wandless,Trixie Orange,3.0,1.0,8.0,4.0,4.0,1.0,1,Data_39,2019-12-30
Kaitlyn Chagg,Trixie Orange,1.0,4.0,2.0,1.0,3.0,3.0,1,Data_39,2019-12-30
Scotti Bromfield,Trixie Orange,1.0,1.0,2.0,6.0,2.0,6.0,1,Data_39,2019-12-30
Genovera Mattek,Trixie Orange,3.0,3.0,3.0,1.0,5.0,2.0,1,Data_39,2019-12-30
Yorgos O'Rourke,Trixie Orange,1.0,6.0,3.0,5.0,2.0,5.0,1,Data_39,2019-12-30
Gianina Wandless,Trixie Orange,4.0,1.0,5.0,3.0,1.0,3.0,2,Data_39,2019-12-30
Kaitlyn Chagg,Trixie Orange,2.0,4.0,4.0,2.0,3.0,5.0,2,Data_39,2019-12-30
Scotti Bromfield,Trixie Orange,3.0,7.0,1.0,3.0,2.0,3.0,2,Data_39,2019-12-30
Genovera Mattek,Trixie Orange,2.0,7.0,1.0,2.0,8.0,1.0,2,Data_39,2019-12-30
Yorgos O'Rourke,Trixie Orange,1.0,3.0,4.0,3.0,3.0,5.0,2,Data_39,2019-12-30
Gianina Wandless,Trixie Orange,5.0,5.0,3.0,2.0,2.0,3.0,3,Data_39,2019-12-30
Kaitlyn Chagg,Trixie Orange,2.0,7.0,2.0,3.0,2.0,2.0,3,Data_39,2019-12-30
Scotti Bromfield,Trixie Orange,3.0,1.0,3.0,4.0,3.0,5.0,3,Data_39,2019-12-30
Genovera Mattek,Trixie Orange,3.0,2.0,2.0,3.0,1.0,4.0,3,Data_39,2019-12-30
Yorgos O'Rourke,Trixie Orange,1.0,4.0,5.0,4.0,4.0,1.0,3,Data_39,2019-12-30
Gianina Wandless,Trixie Orange,5.0,6.0,6.0,6.0,2.0,8.0,4,Data_39,2019-12-30
Kaitlyn Chagg,Trixie Orange,4.0,6.0,6.0,6.0,1.0,5.0,4,Data_39,2019-12-30
Scotti Bromfield,Trixie Orange,6.0,4.0,5.0,8.0,3.0,5.0,4,Data_39,2019-12-30
Genovera Mattek,Trixie Orange,7.0,6.0,5.0,3.0,5.0,6.0,4,Data_39,2019-12-30
Yorgos O'Rourke,Trixie Orange,8.0,6.0,7.0,8.0,6.0,4.0,4,Data_39,2019-12-30
Gianina Wandless,Trixie Orange,3.0,3.0,4.0,8.0,5.0,6.0,5,Data_39,2019-12-30
Kaitlyn Chagg,Trixie Orange,3.0,8.0,5.0,4.0,8.0,6.0,5,Data_39,2019-12-30
Scotti Bromfield,Trixie Orange,8.0,3.0,7.0,4.0,5.0,4.0,5,Data_39,2019-12-30
Genovera Mattek,Trixie Orange,4.0,8.0,2.0,4.0,5.0,8.0,5,Data_39,2019-12-30
Yorgos O'Rourke,Trixie Orange,8.0,7.0,6.0,8.0,6.0,7.0,5,Data_39,2019-12-30
Gianina Wandless,Trixie Orange,8.0,6.0,4.0,6.0,8.0,7.0,6,Data_39,2019-12-30
Kaitlyn Chagg,Trixie Orange,5.0,6.0,1.0,7.0,8.0,8.0,6,Data_39,2019-12-30
Scotti Bromfield,Trixie Orange,3.0,7.0,7.0,2.0,8.0,8.0,6,Data_39,2019-12-30
Genovera Mattek,Trixie Orange,8.0,7.0,4.0,6.0,1.0,5.0,6,Data_39,2019-12-30
Yorgos O'Rourke,Trixie Orange,6.0,5.0,1.0,2.0,5.0,5.0,6,Data_39,2019-12-30
Gianina Wandless,Trixie Orange,8.0,8.0,8.0,8.0,8.0,8.0,7,Data_39,2019-12-30
Kaitlyn Chagg,Trixie Orange,8.0,8.0,8.0,8.0,8.0,7.0,7,Data_39,2019-12-30
Scotti Bromfield,Trixie Orange,1.0,8.0,8.0,7.0,8.0,6.0,7,Data_39,2019-12-30
Genovera Mattek,Trixie Orange,8.0,5.0,8.0,8.0,8.0,8.0,7,Data_39,2019-12-30
Yorgos O'Rourke,Trixie Orange,8.0,8.0,8.0,8.0,8.0,8.0,7,Data_39,2019-12-30
Gianina Wandless,Trixie Orange,8.0,8.0,6.0,8.0,7.0,8.0,8,Data_39,2019-12-30
Kaitlyn Chagg,Trixie Orange,8.0,8.0,6.0,5.0,8.0,8.0,8,Data_39,2019-12-30
Scotti Bromfield,Trixie Orange,8.0,7.0,8.0,8.0,4.0,8.0,8,Data_39,2019-12-30
Genovera Mattek,Trixie Orange,6.0,6.0,4.0,6.0,8.0,8.0,8,Data_39,2019-12-30
Yorgos O'Rourke,Trixie Orange,6.0,8.0,8.0,8.0,8.0,8.0,8,Data_39,2019-12-30
Gussy Mathias,John Sandbox,6.0,3.0,2.0,4.0,5.0,6.0,1,Data_29,2019-03-04
Shawn Bowmer,John Sandbox,8.0,2.0,2.0,1.0,3.0,5.0,1,Data_29,2019-03-04
Arda Disbrow,John Sandbox,2.0,2.0,4.0,2.0,2.0,4.0,1,Data_29,2019-03-04
El Durante,John Sandbox,2.0,2.0,5.0,4.0,3.0,1.0,1,Data_29,2019-03-04
Dionysus Garter,John Sandbox,3.0,2.0,1.0,3.0,4.0,5.0,1,Data_29,2019-03-04
Connor Gegg,John Sandbox,1.0,1.0,1.0,2.0,3.0,2.0,1,Data_29,2019-03-04
Barrie Schruurs,John Sandbox,1.0,5.0,2.0,1.0,2.0,2.0,1,Data_29,2019-03-04
Fletcher Ayllett,John Sandbox,1.0,3.0,2.0,4.0,2.0,2.0,1,Data_29,2019-03-04
Slade Cannavan,John Sandbox,5.0,4.0,2.0,6.0,3.0,4.0,1,Data_29,2019-03-04
Bert Spall,John Sandbox,3.0,3.0,6.0,3.0,7.0,1.0,1,Data_29,2019-03-04
Gussy Mathias,John Sandbox,6.0,2.0,7.0,6.0,1.0,2.0,2,Data_29,2019-03-04
Shawn Bowmer,John Sandbox,1.0,2.0,2.0,1.0,8.0,3.0,2,Data_29,2019-03-04
Arda Disbrow,John Sandbox,5.0,3.0,5.0,2.0,1.0,1.0,2,Data_29,2019-03-04
El Durante,John Sandbox,3.0,5.0,3.0,2.0,3.0,1.0,2,Data_29,2019-03-04
Dionysus Garter,John Sandbox,4.0,1.0,3.0,2.0,6.0,1.0,2,Data_29,2019-03-04
Barrie Schruurs,John Sandbox,3.0,1.0,5.0,7.0,3.0,5.0,2,Data_29,2019-03-04
Fletcher Ayllett,John Sandbox,3.0,3.0,2.0,4.0,4.0,4.0,2,Data_29,2019-03-04
Slade Cannavan,John Sandbox,5.0,3.0,4.0,6.0,2.0,3.0,2,Data_29,2019-03-04
Bert Spall,John Sandbox,3.0,1.0,3.0,3.0,4.0,2.0,2,Data_29,2019-03-04
Gussy Mathias,John Sandbox,3.0,5.0,3.0,1.0,3.0,2.0,3,Data_29,2019-03-04
Shawn Bowmer,John Sandbox,1.0,5.0,2.0,2.0,1.0,1.0,3,Data_29,2019-03-04
Arda Disbrow,John Sandbox,7.0,6.0,1.0,3.0,4.0,2.0,3,Data_29,2019-03-04
El Durante,John Sandbox,3.0,4.0,2.0,1.0,2.0,4.0,3,Data_29,2019-03-04
Dionysus Garter,John Sandbox,3.0,2.0,2.0,2.0,1.0,3.0,3,Data_29,2019-03-04
Barrie Schruurs,John Sandbox,2.0,3.0,3.0,5.0,2.0,4.0,3,Data_29,2019-03-04
Fletcher Ayllett,John Sandbox,1.0,1.0,4.0,3.0,4.0,1.0,3,Data_29,2019-03-04
Slade Cannavan,John Sandbox,3.0,2.0,3.0,3.0,3.0,1.0,3,Data_29,2019-03-04
Bert Spall,John Sandbox,1.0,1.0,3.0,3.0,4.0,3.0,3,Data_29,2019-03-04
Gussy Mathias,John Sandbox,6.0,6.0,5.0,1.0,5.0,3.0,4,Data_29,2019-03-04
Shawn Bowmer,John Sandbox,4.0,7.0,6.0,4.0,6.0,8.0,4,Data_29,2019-03-04
Arda Disbrow,John Sandbox,6.0,7.0,7.0,4.0,5.0,6.0,4,Data_29,2019-03-04
El Durante,John Sandbox,8.0,8.0,8.0,6.0,4.0,8.0,4,Data_29,2019-03-04
Dionysus Garter,John Sandbox,7.0,7.0,6.0,8.0,4.0,8.0,4,Data_29,2019-03-04
Barrie Schruurs,John Sandbox,8.0,6.0,5.0,8.0,4.0,5.0,4,Data_29,2019-03-04
Fletcher Ayllett,John Sandbox,7.0,6.0,6.0,8.0,7.0,6.0,4,Data_29,2019-03-04
Slade Cannavan,John Sandbox,4.0,5.0,7.0,8.0,7.0,8.0,4,Data_29,2019-03-04
Bert Spall,John Sandbox,6.0,8.0,8.0,6.0,6.0,3.0,4,Data_29,2019-03-04
Gussy Mathias,John Sandbox,7.0,7.0,8.0,3.0,3.0,8.0,5,Data_29,2019-03-04
Shawn Bowmer,John Sandbox,8.0,8.0,4.0,7.0,6.0,4.0,5,Data_29,2019-03-04
Arda Disbrow,John Sandbox,8.0,4.0,4.0,4.0,8.0,6.0,5,Data_29,2019-03-04
El Durante,John Sandbox,8.0,2.0,6.0,2.0,6.0,3.0,5,Data_29,2019-03-04
Dionysus Garter,John Sandbox,6.0,7.0,2.0,8.0,4.0,4.0,5,Data_29,2019-03-04
Barrie Schruurs,John Sandbox,5.0,8.0,3.0,5.0,8.0,4.0,5,Data_29,2019-03-04
Fletcher Ayllett,John Sandbox,4.0,8.0,8.0,8.0,4.0,4.0,5,Data_29,2019-03-04
Slade Cannavan,John Sandbox,8.0,3.0,6.0,6.0,8.0,5.0,5,Data_29,2019-03-04
Bert Spall,John Sandbox,8.0,8.0,5.0,8.0,3.0,6.0,5,Data_29,2019-03-04
Gussy Mathias,John Sandbox,6.0,8.0,2.0,8.0,3.0,2.0,6,Data_29,2019-03-04
Shawn Bowmer,John Sandbox,7.0,8.0,4.0,5.0,4.0,5.0,6,Data_29,2019-03-04
Arda Disbrow,John Sandbox,8.0,7.0,8.0,5.0,7.0,8.0,6,Data_29,2019-03-04
El Durante,John Sandbox,7.0,7.0,2.0,8.0,3.0,8.0,6,Data_29,2019-03-04
Dionysus Garter,John Sandbox,7.0,2.0,5.0,4.0,2.0,8.0,6,Data_29,2019-03-04
Barrie Schruurs,John Sandbox,3.0,7.0,6.0,8.0,6.0,7.0,6,Data_29,2019-03-04
Fletcher Ayllett,John Sandbox,8.0,8.0,7.0,6.0,8.0,6.0,6,Data_29,2019-03-04
Slade Cannavan,John Sandbox,7.0,7.0,8.0,8.0,6.0,2.0,6,Data_29,2019-03-04
Bert Spall,John Sandbox,6.0,3.0,5.0,5.0,7.0,3.0,6,Data_29,2019-03-04
Gussy Mathias,John Sandbox,6.0,8.0,5.0,8.0,8.0,8.0,7,Data_29,2019-03-04
Shawn Bowmer,John Sandbox,8.0,8.0,7.0,8.0,8.0,8.0,7,Data_29,2019-03-04
Arda Disbrow,John Sandbox,5.0,6.0,8.0,8.0,5.0,8.0,7,Data_29,2019-03-04
El Durante,John Sandbox,8.0,8.0,4.0,8.0,8.0,3.0,7,Data_29,2019-03-04
Dionysus Garter,John Sandbox,7.0,8.0,8.0,8.0,7.0,8.0,7,Data_29,2019-03-04
Barrie Schruurs,John Sandbox,8.0,8.0,5.0,8.0,8.0,8.0,7,Data_29,2019-03-04
Fletcher Ayllett,John Sandbox,2.0,8.0,8.0,8.0,6.0,8.0,7,Data_29,2019-03-04
Slade Cannavan,John Sandbox,7.0,8.0,8.0,8.0,8.0,8.0,7,Data_29,2019-03-04
Bert Spall,John Sandbox,8.0,7.0,6.0,7.0,6.0,8.0,7,Data_29,2019-03-04
Gussy Mathias,John Sandbox,4.0,8.0,5.0,8.0,6.0,8.0,8,Data_29,2019-03-04
Shawn Bowmer,John Sandbox,8.0,8.0,8.0,8.0,8.0,8.0,8,Data_29,2019-03-04
Arda Disbrow,John Sandbox,7.0,8.0,8.0,8.0,5.0,8.0,8,Data_29,2019-03-04
El Durante,John Sandbox,7.0,8.0,8.0,8.0,8.0,8.0,8,Data_29,2019-03-04
Dionysus Garter,John Sandbox,8.0,5.0,6.0,6.0,8.0,6.0,8,Data_29,2019-03-04
Barrie Schruurs,John Sandbox,8.0,7.0,6.0,5.0,8.0,7.0,8,Data_29,2019-03-04
Fletcher Ayllett,John Sandbox,8.0,8.0,5.0,8.0,8.0,6.0,8,Data_29,2019-03-04
Slade Cannavan,John Sandbox,8.0,8.0,8.0,8.0,8.0,4.0,8,Data_29,2019-03-04
Bert Spall,John Sandbox,7.0,4.0,8.0,6.0,8.0,7.0,8,Data_29,2019-03-04
Pyotr De Zuani,Trixie Orange,1.0,3.0,4.0,2.0,2.0,2.0,1,Data_28,2019-02-18
Vince Scott,Trixie Orange,1.0,1.0,4.0,3.0,3.0,4.0,1,Data_28,2019-02-18
Kellie Althorp,Trixie Orange,3.0,4.0,1.0,1.0,5.0,2.0,1,Data_28,2019-02-18
Aida Bothams,Trixie Orange,4.0,2.0,2.0,3.0,3.0,1.0,1,Data_28,2019-02-18
Nettie Civitillo,Trixie Orange,5.0,4.0,3.0,1.0,1.0,6.0,1,Data_28,2019-02-18
Bernadette Gerardi,Trixie Orange,6.0,1.0,3.0,2.0,2.0,3.0,1,Data_28,2019-02-18
Teddy Ham,Trixie Orange,4.0,4.0,2.0,1.0,4.0,1.0,1,Data_28,2019-02-18
Ivory Linnemann,Trixie Orange,2.0,1.0,3.0,1.0,3.0,4.0,1,Data_28,2019-02-18
Onida Tregear,Trixie Orange,6.0,3.0,1.0,5.0,2.0,2.0,1,Data_28,2019-02-18
Jacki Pinkstone,Trixie Orange,2.0,1.0,2.0,2.0,4.0,2.0,1,Data_28,2019-02-18
Kaleb Cappel,Trixie Orange,4.0,5.0,5.0,4.0,1.0,3.0,1,Data_28,2019-02-18
Pyotr De Zuani,Trixie Orange,3.0,1.0,3.0,6.0,2.0,6.0,2,Data_28,2019-02-18
Vince Scott,Trixie Orange,3.0,4.0,2.0,2.0,2.0,1.0,2,Data_28,2019-02-18
Kellie Althorp,Trixie Orange,2.0,3.0,2.0,6.0,3.0,4.0,2,Data_28,2019-02-18
Aida Bothams,Trixie Orange,7.0,6.0,3.0,1.0,1.0,1.0,2,Data_28,2019-02-18
Nettie Civitillo,Trixie Orange,2.0,5.0,2.0,2.0,1.0,2.0,2,Data_28,2019-02-18
Bernadette Gerardi,Trixie Orange,2.0,5.0,4.0,1.0,4.0,3.0,2,Data_28,2019-02-18
Teddy Ham,Trixie Orange,4.0,4.0,5.0,3.0,4.0,2.0,2,Data_28,2019-02-18
Ivory Linnemann,Trixie Orange,1.0,3.0,1.0,4.0,2.0,1.0,2,Data_28,2019-02-18
Onida Tregear,Trixie Orange,5.0,2.0,5.0,1.0,6.0,4.0,2,Data_28,2019-02-18
Jacki Pinkstone,Trixie Orange,4.0,1.0,4.0,3.0,2.0,1.0,2,Data_28,2019-02-18
Kaleb Cappel,Trixie Orange,4.0,3.0,1.0,2.0,3.0,2.0,2,Data_28,2019-02-18
Pyotr De Zuani,Trixie Orange,1.0,2.0,2.0,2.0,1.0,1.0,3,Data_28,2019-02-18
Vince Scott,Trixie Orange,1.0,4.0,5.0,2.0,3.0,3.0,3,Data_28,2019-02-18
Kellie Althorp,Trixie Orange,1.0,2.0,1.0,4.0,1.0,7.0,3,Data_28,2019-02-18
Aida Bothams,Trixie Orange,4.0,2.0,2.0,1.0,4.0,1.0,3,Data_28,2019-02-18
Nettie Civitillo,Trixie Orange,1.0,2.0,3.0,3.0,3.0,3.0,3,Data_28,2019-02-18
Bernadette Gerardi,Trixie Orange,1.0,4.0,1.0,3.0,5.0,2.0,3,Data_28,2019-02-18
Teddy Ham,Trixie Orange,3.0,3.0,3.0,4.0,4.0,8.0,3,Data_28,2019-02-18
Ivory Linnemann,Trixie Orange,4.0,1.0,2.0,4.0,4.0,6.0,3,Data_28,2019-02-18
Onida Tregear,Trixie Orange,3.0,2.0,1.0,2.0,5.0,4.0,3,Data_28,2019-02-18
Jacki Pinkstone,Trixie Orange,2.0,2.0,3.0,3.0,5.0,3.0,3,Data_28,2019-02-18
Kaleb Cappel,Trixie Orange,5.0,3.0,1.0,4.0,1.0,3.0,3,Data_28,2019-02-18
Vince Scott,Trixie Orange,8.0,5.0,7.0,6.0,5.0,4.0,4,Data_28,2019-02-18
Kellie Althorp,Trixie Orange,5.0,1.0,4.0,2.0,4.0,8.0,4,Data_28,2019-02-18
Aida Bothams,Trixie Orange,3.0,7.0,8.0,8.0,4.0,7.0,4,Data_28,2019-02-18
Nettie Civitillo,Trixie Orange,5.0,8.0,5.0,2.0,8.0,5.0,4,Data_28,2019-02-18
Bernadette Gerardi,Trixie Orange,5.0,8.0,8.0,5.0,5.0,7.0,4,Data_28,2019-02-18
Teddy Ham,Trixie Orange,5.0,2.0,5.0,3.0,3.0,7.0,4,Data_28,2019-02-18
Ivory Linnemann,Trixie Orange,4.0,8.0,1.0,7.0,6.0,7.0,4,Data_28,2019-02-18
Onida Tregear,Trixie Orange,8.0,3.0,8.0,7.0,8.0,3.0,4,Data_28,2019-02-18
Jacki Pinkstone,Trixie Orange,4.0,3.0,6.0,8.0,5.0,3.0,4,Data_28,2019-02-18
Kaleb Cappel,Trixie Orange,8.0,1.0,7.0,8.0,4.0,8.0,4,Data_28,2019-02-18
Vince Scott,Trixie Orange,3.0,8.0,7.0,8.0,7.0,8.0,5,Data_28,2019-02-18
Kellie Althorp,Trixie Orange,6.0,8.0,5.0,5.0,7.0,7.0,5,Data_28,2019-02-18
Aida Bothams,Trixie Orange,2.0,6.0,4.0,7.0,1.0,3.0,5,Data_28,2019-02-18
Nettie Civitillo,Trixie Orange,4.0,5.0,8.0,6.0,7.0,5.0,5,Data_28,2019-02-18
Bernadette Gerardi,Trixie Orange,8.0,8.0,7.0,8.0,3.0,8.0,5,Data_28,2019-02-18
Teddy Ham,Trixie Orange,5.0,6.0,4.0,8.0,1.0,8.0,5,Data_28,2019-02-18
Ivory Linnemann,Trixie Orange,4.0,7.0,7.0,6.0,4.0,8.0,5,Data_28,2019-02-18
Onida Tregear,Trixie Orange,8.0,8.0,4.0,8.0,3.0,8.0,5,Data_28,2019-02-18
Jacki Pinkstone,Trixie Orange,3.0,1.0,5.0,5.0,7.0,5.0,5,Data_28,2019-02-18
Kaleb Cappel,Trixie Orange,5.0,5.0,7.0,6.0,8.0,4.0,5,Data_28,2019-02-18
Vince Scott,Trixie Orange,5.0,8.0,7.0,1.0,6.0,4.0,6,Data_28,2019-02-18
Kellie Althorp,Trixie Orange,8.0,5.0,7.0,6.0,4.0,4.0,6,Data_28,2019-02-18
Aida Bothams,Trixie Orange,4.0,4.0,4.0,3.0,5.0,8.0,6,Data_28,2019-02-18
Nettie Civitillo,Trixie Orange,4.0,3.0,2.0,5.0,8.0,8.0,6,Data_28,2019-02-18
Bernadette Gerardi,Trixie Orange,1.0,8.0,5.0,8.0,8.0,2.0,6,Data_28,2019-02-18
Teddy Ham,Trixie Orange,4.0,6.0,6.0,2.0,6.0,7.0,6,Data_28,2019-02-18
Ivory Linnemann,Trixie Orange,8.0,8.0,2.0,3.0,8.0,7.0,6,Data_28,2019-02-18
Onida Tregear,Trixie Orange,8.0,2.0,3.0,3.0,6.0,8.0,6,Data_28,2019-02-18
Jacki Pinkstone,Trixie Orange,5.0,6.0,3.0,4.0,8.0,4.0,6,Data_28,2019-02-18
Kaleb Cappel,Trixie Orange,2.0,4.0,4.0,5.0,8.0,4.0,6,Data_28,2019-02-18
Vince Scott,Trixie Orange,8.0,8.0,8.0,7.0,8.0,8.0,7,Data_28,2019-02-18
Kellie Althorp,Trixie Orange,8.0,6.0,6.0,8.0,5.0,8.0,7,Data_28,2019-02-18
Aida Bothams,Trixie Orange,8.0,8.0,8.0,8.0,6.0,8.0,7,Data_28,2019-02-18
Nettie Civitillo,Trixie Orange,8.0,8.0,7.0,6.0,6.0,6.0,7,Data_28,2019-02-18
Bernadette Gerardi,Trixie Orange,7.0,8.0,8.0,7.0,8.0,7.0,7,Data_28,2019-02-18
Teddy Ham,Trixie Orange,8.0,7.0,8.0,8.0,7.0,5.0,7,Data_28,2019-02-18
Ivory Linnemann,Trixie Orange,7.0,8.0,8.0,8.0,8.0,8.0,7,Data_28,2019-02-18
Onida Tregear,Trixie Orange,8.0,2.0,8.0,7.0,8.0,8.0,7,Data_28,2019-02-18
Jacki Pinkstone,Trixie Orange,6.0,8.0,8.0,8.0,5.0,8.0,7,Data_28,2019-02-18
Kaleb Cappel,Trixie Orange,8.0,8.0,8.0,8.0,8.0,7.0,7,Data_28,2019-02-18
Vince Scott,Trixie Orange,8.0,8.0,8.0,8.0,8.0,8.0,8,Data_28,2019-02-18
Kellie Althorp,Trixie Orange,3.0,7.0,8.0,8.0,8.0,6.0,8,Data_28,2019-02-18
Aida Bothams,Trixie Orange,8.0,8.0,8.0,8.0,8.0,8.0,8,Data_28,2019-02-18
Nettie Civitillo,Trixie Orange,8.0,8.0,8.0,7.0,3.0,7.0,8,Data_28,2019-02-18
Bernadette Gerardi,Trixie Orange,8.0,8.0,8.0,8.0,8.0,8.0,8,Data_28,2019-02-18
Teddy Ham,Trixie Orange,8.0,7.0,8.0,8.0,8.0,8.0,8,Data_28,2019-02-18
Ivory Linnemann,Trixie Orange,8.0,8.0,8.0,8.0,8.0,7.0,8,Data_28,2019-02-18
Onida Tregear,Trixie Orange,8.0,8.0,8.0,8.0,8.0,8.0,8,Data_28,2019-02-18
Jacki Pinkstone,Trixie Orange,7.0,8.0,8.0,8.0,8.0,5.0,8,Data_28,2019-02-18
Kaleb Cappel,Trixie Orange,8.0,8.0,8.0,5.0,6.0,8.0,8,Data_28,2019-02-18
Sigrid Veitch,Eshal Brandt,4.0,4.0,3.0,6.0,2.0,2.0,1,Engineering_17,2019-02-18
